geometry,composition,function,structure
POINT (21.826374999997434 -30.74362499999639),0.8245862722396851,308,9
POINT (22.1008749999974 -30.647374999996398),0.8384710550308228,40,3
POINT (21.827624999997436 -31.38937499999631),0.8520607352256775,237,7
POINT (22.161374999997395 -30.98737499999636),0.7169621586799622,231,7
POINT (22.082624999997407 -30.97937499999636),0.7169621586799622,378,8
POINT (22.222124999997387 -30.88862499999637),0.7913806438446045,275,8
POINT (22.452874999997363 -31.006124999996356),0.7742155194282532,462,9
POINT (22.23362499999739 -30.659624999996396),0.8415912985801697,299,8
POINT (21.896374999997427 -30.849874999996374),0.8149537444114685,479,0
POINT (22.354624999997373 -31.40937499999631),0.7448901534080505,365,8
POINT (21.63212499999746 -30.668374999996395),0.840948760509491,493,0
POINT (22.329624999997375 -30.746874999996386),0.8039593696594238,224,9
POINT (21.657124999997457 -30.592374999996405),0.9788947701454163,497,0
POINT (22.413874999997365 -30.938624999996364),0.7464222311973572,396,9
POINT (22.28112499999738 -30.773124999996384),0.7582055330276489,242,9
POINT (22.36687499999737 -30.954124999996363),0.7464222311973572,314,8
POINT (22.168624999997395 -31.438624999996307),0.8490376472473145,244,8
POINT (21.927374999997422 -30.54612499999641),0.8301265835762024,257,10
POINT (22.087624999997406 -31.103374999996344),0.8590626120567322,231,7
POINT (22.444624999997362 -31.07412499999635),0.7742155194282532,363,8
POINT (21.777624999997443 -30.97012499999636),0.8225472569465637,206,7
POINT (21.580374999997463 -30.697874999996394),0.840948760509491,268,10
POINT (21.716124999997447 -30.786624999996384),0.8210741877555847,537,10
POINT (22.163874999997397 -30.963624999996362),0.7169621586799622,510,9
POINT (22.217124999997388 -31.156374999996338),0.8565146923065186,324,9
POINT (21.826874999997436 -31.312374999996322),0.8553166389465332,312,9
POINT (21.87012499999743 -31.15362499999634),0.8564948439598083,429,10
POINT (22.30537499999738 -31.23087499999633),0.7807630896568298,359,9
POINT (22.03137499999741 -31.349374999996318),0.8600490093231201,187,7
POINT (22.1223749999974 -30.54412499999641),0.8393474817276001,194,8
POINT (21.951874999997422 -31.018624999996355),0.8541425466537476,267,7
POINT (23.31587499999726 -30.589124999996404),0.7482277750968933,727,4
POINT (22.837124999997318 -31.226624999996332),0.7380527257919312,290,10
POINT (23.30562499999726 -30.741624999996386),0.7415775060653687,423,9
POINT (22.688124999997335 -31.21887499999633),0.7626281976699829,474,9
POINT (22.824124999997316 -31.05587499999635),0.7427342534065247,253,9
POINT (22.754624999997326 -30.55462499999641),0.7831825613975525,343,0
POINT (22.90387499999731 -30.573624999996408),0.740027904510498,542,10
POINT (22.90512499999731 -31.382374999996312),0.695271909236908,604,10
POINT (22.534874999997353 -31.246624999996328),0.7705168128013611,369,8
POINT (23.16162499999728 -30.72687499999639),0.768853485584259,273,10
POINT (22.53762499999735 -31.40987499999631),0.7723640203475952,486,0
POINT (23.32162499999726 -30.54737499999641),0.7195352911949158,474,10
POINT (22.54112499999735 -31.017374999996356),0.743681788444519,593,10
POINT (22.605124999997344 -31.14637499999634),0.7612786293029785,421,9
POINT (22.792624999997322 -31.248124999996328),0.6966701745986938,342,9
POINT (23.339874999997257 -31.113874999996344),0.7495763301849365,361,8
POINT (22.960374999997303 -31.201874999996335),0.7372857928276062,728,1
POINT (23.05437499999729 -31.010624999996356),0.751993715763092,506,10
POINT (23.174624999997278 -30.6498749999964),0.7698659896850586,242,9
POINT (22.783124999997323 -30.609624999996402),0.7382397651672363,397,10
POINT (22.960374999997303 -30.854124999996376),0.7739216685295105,271,0
POINT (22.575874999997346 -31.247124999996327),0.7705168128013611,813,10
POINT (22.582124999997347 -30.55737499999641),0.7775152325630188,559,10
POINT (22.9903749999973 -31.241374999996328),0.6959032416343689,309,8
POINT (22.586874999997345 -30.97737499999636),0.7452006936073303,632,0
POINT (23.31637499999726 -31.420124999996307),0.7016821503639221,603,0
POINT (23.122874999997283 -30.950624999996364),0.71685391664505,442,1
POINT (22.586874999997345 -30.584374999996406),0.7775152325630188,433,0
POINT (23.278374999997265 -31.33987499999632),0.6954460144042969,252,0
POINT (23.07662499999729 -31.07037499999635),0.751993715763092,323,10
POINT (22.774624999997325 -31.40137499999631),0.6894432306289673,323,0
POINT (23.089374999997286 -30.601624999996403),0.7690608501434326,396,10
POINT (22.80662499999732 -30.619374999996403),0.7382397651672363,208,9
POINT (22.924374999997305 -30.960874999996363),0.7834310531616211,374,10
POINT (22.55562499999735 -31.32462499999632),0.7735801935195923,501,10
POINT (22.9638749999973 -31.365374999996316),0.6963647603988647,427,9
POINT (23.350874999997256 -31.042874999996354),0.7460874319076538,304,10
POINT (23.096374999997288 -30.6478749999964),0.7690608501434326,277,9
POINT (23.046874999997293 -30.921624999996368),0.726345956325531,430,10
POINT (23.346624999997257 -31.24462499999633),0.7032185196876526,355,8
POINT (22.500374999997355 -31.190374999996337),0.751216471195221,788,0
POINT (22.9658749999973 -31.277874999996325),0.6952121257781982,316,10
POINT (22.600124999997345 -30.778374999996384),0.742388129234314,209,8
POINT (22.581624999997345 -31.097124999996346),0.7612786293029785,442,8
POINT (22.46362499999736 -30.80437499999638),0.7561899423599243,319,9
POINT (23.280124999997266 -30.99212499999636),0.7336562275886536,559,0
POINT (23.086374999997286 -30.861624999996373),0.7234834432601929,309,0
POINT (23.016624999997294 -30.962124999996362),0.726345956325531,344,10
POINT (22.498874999997355 -30.57012499999641),0.8087062835693359,306,9
POINT (23.336124999997256 -31.293374999996324),0.7039511799812317,266,8
POINT (22.586874999997345 -31.440124999996307),0.7661447525024414,455,10
POINT (22.505874999997356 -30.784124999996383),0.7411208748817444,446,0
POINT (23.185624999997277 -31.039124999996353),0.743145763874054,376,10
POINT (22.872374999997312 -31.114124999996346),0.7410860657691956,252,8
POINT (22.47162499999736 -31.22712499999633),0.7681143879890442,519,8
POINT (22.773124999997325 -31.33412499999632),0.6894432306289673,704,0
POINT (23.250624999997267 -31.006624999996358),0.7434367537498474,478,10
POINT (23.20762499999727 -30.54937499999641),0.7742469906806946,370,10
POINT (23.226374999997272 -31.31562499999632),0.6977138519287109,338,0
POINT (23.251874999997266 -30.943124999996364),0.7192462086677551,247,9
POINT (23.0041249999973 -31.38137499999631),0.6949571967124939,1034,3
POINT (22.570874999997347 -30.613624999996404),0.7848111987113953,384,8
POINT (22.9608749999973 -30.838624999996377),0.7809027433395386,346,9
POINT (22.590124999997347 -31.32512499999632),0.7761459350585938,197,6
POINT (22.938374999997304 -30.768124999996385),0.7809027433395386,278,9
POINT (22.903374999997308 -31.38737499999631),0.695271909236908,409,10
POINT (23.346374999997256 -31.081124999996348),0.7460874319076538,416,8
POINT (23.202874999997274 -31.15187499999634),0.7472407221794128,360,0
POINT (22.688874999997335 -30.56287499999641),0.7760213017463684,283,10
POINT (22.9873749999973 -31.010624999996356),0.7413914799690247,478,9
POINT (23.178874999997277 -31.027624999996355),0.743145763874054,309,9
POINT (22.65112499999734 -31.140874999996342),0.7612786293029785,378,8
POINT (23.24962499999727 -30.562374999996408),0.7356716990470886,465,3
POINT (23.04137499999729 -31.14912499999634),0.7504922151565552,237,6
POINT (22.46887499999736 -30.931624999996366),0.7486608624458313,389,9
POINT (22.9888749999973 -30.826124999996377),0.7809027433395386,229,9
POINT (23.095124999997285 -31.24087499999633),0.6992794871330261,372,10
POINT (22.72812499999733 -30.81087499999638),0.7417927980422974,396,0
POINT (23.14612499999728 -31.33462499999632),0.6256945133209229,342,8
POINT (23.25762499999727 -30.81262499999638),0.7304506301879883,371,0
POINT (23.15562499999728 -30.88562499999637),0.7234834432601929,256,10
POINT (22.920874999997306 -31.33537499999632),0.6963647603988647,250,7
POINT (22.849874999997315 -30.809874999996378),0.7825666666030884,404,10
POINT (22.510874999997355 -30.758374999996384),0.7411208748817444,261,0
POINT (22.840624999997317 -31.096374999996346),0.7410860657691956,356,10
POINT (22.601374999997343 -30.573624999996408),0.7775152325630188,636,0
POINT (23.032124999997293 -30.74212499999639),0.7282593250274658,183,7
POINT (23.348124999997257 -31.414124999996307),0.7006834149360657,504,10
POINT (22.64312499999734 -30.712374999996392),0.7805118560791016,288,8
POINT (23.254874999997266 -30.750124999996387),0.7304506301879883,187,8
POINT (23.355874999997255 -30.867624999996373),0.7516953945159912,367,10
POINT (23.139124999997282 -30.750124999996387),0.7227407097816467,146,5
POINT (23.089374999997286 -31.14512499999634),0.7494379878044128,272,8
POINT (22.9946249999973 -30.746124999996386),0.7828754782676697,283,10
POINT (22.569624999997348 -30.996874999996358),0.7504369020462036,329,9
POINT (22.756374999997327 -31.350374999996315),0.7768657207489014,471,8
POINT (23.25312499999727 -31.428124999996307),0.7016821503639221,301,9
POINT (23.203374999997273 -31.032374999996353),0.743145763874054,285,9
POINT (23.343124999997258 -30.651624999996397),0.7530083060264587,419,10
POINT (23.043874999997293 -30.675624999996394),0.7682828903198242,213,9
POINT (22.708624999997333 -30.97987499999636),0.745477020740509,414,10
POINT (23.278624999997266 -30.747124999996387),0.7415775060653687,423,10
POINT (22.89512499999731 -30.911624999996366),0.7724225521087646,182,7
POINT (22.971374999997302 -30.820874999996377),0.7809027433395386,211,7
POINT (22.684374999997335 -31.30237499999632),0.7853240370750427,329,10
POINT (22.753374999997327 -31.14987499999634),0.7697148323059082,639,10
POINT (22.528374999997354 -31.06287499999635),0.743681788444519,359,9
POINT (23.253624999997268 -30.6408749999964),0.7643641829490662,312,8
POINT (22.966374999997303 -30.579124999996406),0.7468271255493164,123,3
POINT (23.102124999997287 -31.366624999996315),0.6256945133209229,461,10
POINT (22.9813749999973 -31.15812499999634),0.741748034954071,505,0
POINT (22.515624999997353 -30.608624999996405),0.7848111987113953,519,0
POINT (22.770374999997323 -30.777374999996383),0.7800537347793579,347,10
POINT (23.096124999997286 -30.996624999996357),0.7380723357200623,499,1
POINT (22.701624999997332 -31.310874999996322),0.7853240370750427,402,0
POINT (22.88312499999731 -31.39387499999631),0.695271909236908,504,9
POINT (23.101874999997285 -31.088374999996347),0.7401001453399658,323,8
POINT (22.754624999997326 -30.589624999996406),0.774967610836029,314,10
POINT (23.270624999997267 -30.596874999996405),0.7482277750968933,987,7
POINT (22.490624999997358 -31.245124999996328),0.7347993850708008,354,9
POINT (23.25387499999727 -31.086624999996346),0.7434367537498474,445,10
POINT (23.181874999997277 -31.349624999996315),0.6972935199737549,374,8
POINT (23.31712499999726 -30.848374999996373),0.7368870973587036,297,9
POINT (22.502624999997355 -30.764874999996383),0.7411208748817444,316,10
POINT (22.56337499999735 -31.357624999996315),0.7723640203475952,545,9
POINT (22.56837499999735 -30.81612499999638),0.7411208748817444,386,9
POINT (23.355374999997256 -31.083374999996348),0.7460874319076538,229,7
POINT (22.490374999997357 -30.89362499999637),0.7534717321395874,465,10
POINT (22.904874999997308 -30.916374999996368),0.7724225521087646,243,10
POINT (23.340124999997258 -31.217624999996332),0.7505242824554443,281,9
POINT (22.88837499999731 -31.431624999996306),0.6957038640975952,425,8
POINT (22.837124999997318 -30.934874999996364),0.7783848643302917,431,9
POINT (22.9616249999973 -30.992374999996358),0.7376773357391357,513,10
POINT (22.862874999997313 -30.943124999996364),0.7850833535194397,497,10
POINT (23.000124999997297 -30.74287499999639),0.7282593250274658,297,10
POINT (22.753124999997326 -31.369874999996313),0.7768657207489014,305,9
POINT (22.61437499999734 -30.834124999996376),0.742388129234314,375,8
POINT (22.866374999997312 -31.136624999996343),0.7410860657691956,325,9
POINT (23.32937499999726 -30.748374999996386),0.7415775060653687,305,0
POINT (22.882124999997313 -31.112624999996346),0.7410860657691956,268,10
POINT (23.22887499999727 -30.948374999996364),0.7140086889266968,409,10
POINT (22.55587499999735 -31.33187499999632),0.7723640203475952,325,0
POINT (22.937374999997306 -30.754874999996385),0.7809027433395386,111,5
POINT (22.949124999997302 -30.664124999996396),0.7444105744361877,338,9
POINT (22.671624999997334 -30.98962499999636),0.7595422863960266,367,9
POINT (22.73212499999733 -31.275124999996326),0.7853240370750427,272,7
POINT (23.253624999997268 -30.690374999996394),0.7678818702697754,321,9
POINT (22.48787499999736 -30.990874999996358),0.7820104956626892,243,10
POINT (23.283874999997263 -30.995874999996357),0.7336562275886536,635,10
POINT (23.091624999997286 -31.195874999996335),0.7533935904502869,163,8
POINT (23.116124999997282 -30.605874999996402),0.7690608501434326,400,0
POINT (23.249124999997267 -30.55587499999641),0.7742469906806946,366,0
POINT (22.846874999997315 -30.769374999996383),0.7825666666030884,235,8
POINT (23.169374999997277 -31.127624999996343),0.7494379878044128,563,0
POINT (23.341374999997257 -31.248624999996327),0.7032185196876526,402,0
POINT (23.080124999997288 -31.30387499999632),0.6940043568611145,382,9
POINT (22.537874999997353 -31.116124999996345),0.754120409488678,376,9
POINT (23.241124999997268 -31.117624999996345),0.7472407221794128,483,8
POINT (23.07437499999729 -30.670624999996395),0.7682828903198242,301,10
POINT (22.757124999997327 -30.6491249999964),0.774967610836029,336,8
POINT (22.755124999997324 -31.075874999996348),0.7694738507270813,331,10
POINT (23.349624999997257 -31.08937499999635),0.7495763301849365,305,8
POINT (22.72112499999733 -31.109874999996343),0.7663418054580688,934,0
POINT (22.504374999997356 -31.24337499999633),0.7705168128013611,280,8
POINT (22.837374999997316 -30.602374999996403),0.7382397651672363,716,0
POINT (23.204124999997273 -31.100374999996344),0.7472407221794128,549,9
POINT (22.45812499999736 -31.06012499999635),0.7742155194282532,413,8
POINT (22.695124999997333 -31.437624999996306),0.7785198092460632,444,10
POINT (23.08987499999729 -30.861624999996373),0.7234834432601929,403,10
POINT (22.545124999997352 -31.335874999996317),0.7723640203475952,363,9
POINT (23.293874999997264 -31.084874999996348),0.7366283535957336,439,10
POINT (22.943124999997305 -31.427624999996308),0.6931023001670837,536,7
POINT (23.015124999997294 -31.372624999996315),0.6949571967124939,474,10
POINT (23.07587499999729 -31.197874999996333),0.7519616484642029,434,9
POINT (23.184124999997277 -31.189124999996334),0.7542021870613098,256,9
POINT (23.077124999997288 -30.54287499999641),0.7803407907485962,307,10
POINT (22.46987499999736 -31.117874999996342),0.7752348780632019,473,3
POINT (23.270624999997267 -30.998124999996357),0.7336562275886536,676,2
POINT (22.756374999997327 -31.388624999996313),0.7768657207489014,692,10
POINT (22.750124999997325 -30.589874999996404),0.774967610836029,205,8
POINT (23.023124999997293 -30.765374999996386),0.7305906414985657,212,0
POINT (23.044124999997294 -30.95437499999636),0.726345956325531,633,0
POINT (23.348374999997258 -31.363624999996315),0.7006834149360657,482,0
POINT (23.349374999997256 -30.57237499999641),0.7446957230567932,340,10
POINT (23.254124999997266 -30.675124999996395),0.7678818702697754,398,9
POINT (22.950124999997303 -30.620874999996403),0.7413184642791748,212,2
POINT (22.79987499999732 -30.55162499999641),0.7464547157287598,254,10
POINT (22.787374999997322 -31.202124999996332),0.7380527257919312,165,6
POINT (22.515374999997356 -31.240624999996328),0.7705168128013611,285,7
